1510	MasterKnight(4+)
1511	Waclock(2+)
1512	Acute(4+)
1513	Hound(5+)
1514	DawnKnight(6)
1515	Homen(4+)
1516	Nightmare(6)
1518	Equip Lv41
1519	Runet(6)
1520	DarkMoon(6+)
1521	Master(7)
1523	Equip Lv45
1524	Equip Lv55
1525	Golden dagger(8)
1526	Equip Lv65
1530	Divinity(8)
1533	Equip Lv15
1534	Equip Lv10
1535	Frozen Red Dagger(6+)
1536	Frozen Beryl(6+)
1537	Frozen Dagger(8+)
1538	Black Hound(4)
1539	Bone(4)
2001	Mercenary(4+)
2002	Advance(8)
2003	Knight(12)
2004	Advance(8)
2005	Homen(13)
2006	Runet(13+)
2007	Master(16)
2008	Knight(12)
2009	DarkKnight(12)
2010	Acute(12+)
2011	Waclock(8)
2012	Homen(13)
2013	Hound(13+)
2015	Equip Lv29
2016	Equip Lv36
2017	Frozen
2018	Runet(13+)
2019	Master(16)
2024	Equip Lv61
2030	Divinity(16)
2040	Meteor(H)
2041	Aqua(H)
2042	Hurricane(H)
2043	Damned(H)
2101	Mercenary(5)
2102	Advance(7+)
2103	Knight(10)
2104	Advance(7+)
2105	Homen(11)
2106	Runet(11+)
2107	Master(14)
2108	Knight(10)
2109	DarkKnight(10)
2110	Acute(10+)
2111	Waclock(9)
2112	Homen(11)
2113	Hound(11+)
2115	Equip Lv41
2116	Equip Lv36
2117	Frozen
2118	Runet(11+)
2119	Master(14)
2124	Equip Lv61
2130	Divinity(15+)
2140	Meteor(H)
2141	Aqua(H)
2142	Hurricane(H)
2143	Damned(H)
2201	Mercenary(2+)
2202	Advance(4)
2203	Knight(7)
2204	Advance(4)
2205	Homen(7)
2206	Runet(7+)
2207	Master(9+)
2208	Knight(7)
2209	DarkKnight(7)
2210	Acute(7+)
2211	Waclock(4+)
2212	Homen(7)
2213	Hound(8+)
2215	Equip Lv34
2216	Equip Lv36
2217	Frozen
2218	Runet(7+)
2219	Master(9+)
2224	Equip Lv61
2230	Divinity(10)
2240	Meteor(H)
2241	Aqua(H)
2242	Hurricane(H)
2243	Damned(H)
2301	Mercenary(2)
2302	Advance(4)
2303	Knight(6)
2304	Advance(4)
2305	Homen(7)
2306	Runet(6+)
2307	Master(8+)
2308	Knight(6)
2309	DarkKnight(6)
2310	Acute(6+)
2311	Waclock(4)
2312	Homen(7)
2313	Hound(7+)
2315	Equip Lv41
2316	Equip Lv36
2317	Frozen
2318	Runet(6+)
2319	Master(8+)
2324	Equip Lv56
2330	Divinity(9)
2340	Meteor(H)
2341	Aqua(H)
2342	Hurricane(H)
2343	Damned(H)
2401	Mercenary(2)
2402	Advance(3)
2403	Knight(4)
2404	Advance(3)
2405	Homen(4+)
2406	Nightmare(6)
2407	Master(7)
2408	Knight(4)
2409	DarkKnight(4)
2410	MasterKnight(4+)
2411	Waclock(2+)
2412	Acute(4+)
2413	Hound(5+)
2414	DawnKnight(6)
2415	Homen(4+)
2416	Nightmare(6)
2418	Equip Lv41
2419	Runet(6)
2420	DarkMoon(6+)
2421	Master(7)
2423	Equip Lv45
2424	Equip Lv55
2425	Golden dagger(8)
2426	Equip Lv65
2430	Divinity(8)
2433	Equip Lv15
2434	Equip Lv10
2435	Frozen Red Dagger(6+)
2436	Frozen Beryl(6+)
2437	Frozen Dagger(8+)
2438	Black Hound(4)
2439	Bone(4)
2501	Mercenary(4)
2502	Advance(6)
2503	Knight(8)
2504	Advance(6)
2505	Homen(9+)
2506	Nightmare(9+)
2507	Master(11+)
2508	Knight(8)
2509	DarkKnight(8)
2510	MasterKnight(8+)
2511	Waclock(8)
2512	Acute(10+)
2513	Hound(11+)
2514	DawnKnight(9+)
2515	Homen(9+)
2516	Nightmare(9+)
2518	Homen(10+)
2519	Runet(9+)
2520	Equip Lv46
2522	RedMoon(12)
2523	Darkmoon(11)
2524	Master(11+)
2525	Golden bow(12)
2526	Equip Lv65
2530	Divinity(12)
2533	Equip Lv15
2534	Equip Lv10
2535	Frozen Red Bow(9+)
2536	Frozen Beryl(9+)
2537	Frozen Bow(12+)
2538	Black Hound(9)
2539	Bone(9)
3001	Mercenary(4+)
3002	Advance(8)
3003	DarkKnight(12)
3004	Advance(8)
3005	Homen(13)
3006	Runet(13+)
3007	Master(16)
3008	Knight(12)
3009	DarkKnight(12)
3010	Knight(12)
3011	Waclock(8)
3012	Homen(13)
3013	Hound(13+)
3015	Equip Lv29
3016	Equip Lv36
3017	Frozen
3018	Runet(13+)
3019	Master(16)
3024	Equip Lv61
3030	Divinity(16)
3040	Meteor(H)
3041	Aqua(H)
3042	Hurricane(H)
3043	Damned(H)
3101	Mercenary(5)
3102	Advance(7+)
3103	Knight(10)
3104	Advance(7+)
3105	Homen(11)
3106	Runet(11+)
3107	Master(14)
3108	Knight(10)
3109	DarkKnight(10)
3110	Acute(10+)
3111	Waclock(9)
3112	Homen(11)
3113	Hound(11+)
3115	Equip Lv41
3116	Equip Lv36
3117	Frozen
3118	Runet(11+)
3119	Master(14)
3124	Equip Lv61
3130	Divinity(15+)
3140	Meteor(H)
3141	Aqua(H)
3142	Hurricane(H)
3143	Damned(H)
3201	Mercenary(2+)
3202	Advance(4)
3203	Knight(7)
3204	Advance(4)
3205	Homen(7)
3206	Runet(7+)
3207	Master(9+)
3208	Knight(7)
3209	DarkKnight(7)
3210	Acute(7+)
3211	Waclock(4+)
3212	Homen(7)
3213	Hound(8+)
3215	Equip Lv34
3216	Equip Lv36
3217	Frozen
3218	Runet(7+)
3219	Master(9+)
3224	Equip Lv61
3230	Divinity(10)
3240	Meteor(H)
3241	Aqua(H)
3242	Hurricane(H)
3243	Damned(H)
3301	Mercenary(2)
3302	Advance(4)
3303	Knight(6)
3304	Advance(4)
3305	Homen(7)
3306	Runet(6+)
3307	Master(8+)
3308	Knight(6)
3309	DarkKnight(6)
3310	Acute(6+)
3311	Waclock(4)
3312	Homen(7)
3313	Hound(7+)
3315	Equip Lv41
3316	Equip Lv36
3317	Frozen
3318	Runet(6+)
3319	Master(8+)
3324	Equip Lv56
3330	Divinity(9)
3340	Meteor(H)
3341	Aqua(H)
3342	Hurricane(H)
3343	Damned(H)
3401	Mercenary(4)
3402	Advance(6)
3403	Knight(8)
3404	Advance(6)
3405	Homen(9+)
3406	Nightmare(9+)
3407	Master(11+)
3408	Knight(8)
3409	DarkKnight(8)
3410	MasterKnight(8+)
3411	Waclock(8)
3412	Acute(10+)
3413	Hound(11+)
3414	DawnKnight(9+)
3415	Homen(9+)
3416	Nightmare(9+)
3418	Homen(10+)
3419	Runet(9+)
3420	Equip Lv46
3422	RedMoon(12)
3423	Darkmoon(11)
3424	Master(11+)
3425	Golden hammer(12)
3426	Equip Lv65
3430	Divinity(12)
3433	Equip Lv15
3434	Equip Lv10
3435	Frozen Red Hammer(9+)
3436	Frozen Beryl(9+)
3437	Frozen Hammer(12+)
3438	Black Hound(9)
3439	Bone(9)
3501	Mercenary(2)
3502	Advance(3)
3503	Knight(4)
3504	Advance(3)
3505	Homen(4+)
3506	Nightmare(6)
3507	Master(7)
3508	Knight(4)
3509	DarkKnight(4)
3510	MasterKnight(4+)
3511	Waclock(2+)
3512	Acute(4+)
3513	Hound(5+)
3514	DawnKnight(6)
3515	Homen(4+)
3516	Nightmare(6)
3518	Equip Lv41
3519	Runet(6)
3520	DarkMoon(6+)
3521	Master(7)
3523	Equip Lv45
3524	Equip Lv55
3525	Golden axe(8)
3526	Equip Lv65
3530	Divinity(8)
3533	Equip Lv15
3534	Equip Lv10
3535	Frozen Red axe(6+)
3536	Frozen Beryl(6+)
3537	Frozen axe(8+)
3538	Black Hound(4)
3539	Bone(4)
4001	Mercenary(4+)
4002	Advance(8)
4003	Knight(12)
4004	Advance(8)
4005	Homen(13)
4006	Runet(13+)
4007	Master(16)
4008	Knight(12)
4009	DarkKnight(12)
4010	Acute(12+)
4011	Waclock(8)
4012	Homen(13)
4013	Hound(13+)
4015	Equip Lv29
4016	Equip Lv36
4017	Frozen
4018	Runet(13+)
4019	Master(16)
4024	Equip Lv61
4030	Divinity(16)
4040	Meteor(H)
4041	Aqua(H)
4042	Hurricane(H)
4043	Damned(H)
4101	Mercenary(5)
4102	Advance(7+)
4103	Knight(10)
4104	Advance(7+)
4105	Homen(11)
4106	Runet(11+)
4107	Master(14)
4108	Knight(10)
4109	DarkKnight(10)
4110	Acute(10+)
4111	Waclock(9)
4112	Homen(11)
4113	Hound(11+)
4115	Equip Lv41
4116	Equip Lv36
4117	Frozen
4118	Runet(11+)
4119	Master(14)
4124	Equip Lv61
4130	Divinity(15+)
4140	Meteor(H)
4141	Aqua(H)
4142	Hurricane(H)
4143	Damned(H)
4201	Mercenary(2+)
4202	Advance(4)
4203	Knight(7)
4204	Advance(4)
4205	Homen(7)
4206	Runet(7+)
4207	Master(9+)
4208	Knight(7)
4209	DarkKnight(7)
4210	Acute(7+)
4211	Waclock(4+)
4212	Homen(7)
4213	Hound(8+)
4215	Equip Lv34
4216	Equip Lv36
4217	Frozen
4218	Runet(7+)
4219	Master(9+)
4224	Equip Lv61
4230	Divinity(10)
4240	Meteor(H)
4241	Aqua(H)
4242	Hurricane(H)
4243	Damned(H)
4301	Mercenary(2)
4302	Advance(4)
4303	Knight(6)
4304	Advance(4)
4305	Homen(7)
4306	Runet(6+)
4307	Master(8+)
4308	Knight(6)
4309	DarkKnight(6)
4310	Acute(6+)
4311	Waclock(4)
4312	Homen(7)
4313	Hound(7+)
4315	Equip Lv41
4316	Equip Lv36
4317	Frozen
4318	Runet(6+)
4319	Master(8+)
4324	Equip Lv56
4330	Divinity(9)
4340	Meteor(H)
4341	Aqua(H)
4342	Hurricane(H)
4343	Damned(H)
4383	d2
4401	Mercenary(4)
4402	Advance(6)
4403	Knight(8)
4404	Advance(6)
4405	Homen(9+)
4406	Nightmare(9+)
4407	Master(11+)
4408	Knight(8)
4409	DarkKnight(8)
4410	MasterKnight(8+)
4411	Waclock(8)
4412	Acute(10+)
4413	Hound(11+)
4414	DawnKnight(9+)
4415	Homen(9+)
4416	Nightmare(9+)
4418	Homen(10+)
4419	Runet(9+)
4420	Equip Lv46
4422	RedMoon(12)
4423	Darkmoon(11)
4424	Master(11+)
4425	Golden stick(12)
4426	Equip Lv65
4430	Divinity(12)
4433	Equip Lv15
4434	Equip Lv10
4435	Frozen Red stick(9+)
4436	Frozen Beryl(9+)
4437	Frozen stick(12+)
4438	Black Hound(9)
4439	Bone(9)
4501	Mercenary(2)
4502	Advance(3)
4503	Knight(4)
4504	Advance(3)
4505	Homen(4+)
4506	Nightmare(6)
4507	Master(7)
4508	Knight(4)
4509	DarkKnight(4)
4510	MasterKnight(4+)
4511	Waclock(2+)
4512	Acute(4+)
4513	Hound(5+)
4514	DawnKnight(6)
4515	Homen(4+)
4516	Nightmare(6)
4518	Equip Lv41
4519	Runet(6)
4520	DarkMoon(6+)
4521	Master(7)
4523	Equip Lv45
4524	Equip Lv55
4525	Golden cane(8)
4526	Equip Lv65
4530	Divinity(8)
4533	Equip Lv15
4534	Equip Lv10
4535	Frozen Red cane(6+)
4536	Frozen Beryl(6+)
4537	Frozen cane(8+)
4538	Black Hound(4)
4539	Bone(4)
5001	Mercenary(4+)
5002	Advance(8)
5003	Knight(12)
5004	Advance(8)
5005	Homen(13)
5006	Runet(13+)
5007	Master(16)
5008	Knight(12)
5009	DarkKnight(12)
5010	Acute(12+)
5011	Waclock(8)
5012	Homen(13)
5013	Hound(13+)
5015	Equip Lv29
5016	Equip Lv36
5017	Frozen
5018	Runet(13+)
5019	Master(16)
5024	Equip Lv61
5030	Divinity(16)
5040	Meteor(H)
5041	Aqua(H)
5042	Hurricane(H)
5043	Damned(H)
5101	Mercenary(5)
5102	Advance(7+)
5103	Knight(10)
5104	Advance(7+)
5105	Homen(11)
5106	Runet(11+)
5107	Master(14)
5108	Knight(10)
5109	DarkKnight(10)
5110	Acute(10+)
5111	Waclock(9)
5112	Homen(11)
5113	Hound(11+)
5115	Equip Lv41
5116	Equip Lv36
5117	Frozen
5118	Runet(11+)
5119	Master(14)
5124	Equip Lv61
5130	Divinity(15+)
5140	Meteor(H)
5141	Aqua(H)
5142	Hurricane(H)
5143	Damned(H)
5201	Mercenary(2+)
5202	Advance(4)
5203	Knight(7)
5204	Advance(4)
5205	Homen(7)
5206	Runet(7+)
5207	Master(9+)
5208	Knight(7)
5209	DarkKnight(7)
5210	Acute(7+)
5211	Waclock(4+)
5212	Homen(7)
5213	Hound(8+)
5215	Equip Lv34
5216	Equip Lv36
5217	Frozen
5218	Runet(7+)
5219	Master(9+)
5224	Equip Lv61
5230	Divinity(10)
5240	Meteor(H)
5241	Aqua(H)
5242	Hurricane(H)
5243	Damned(H)
5301	Mercenary(2)
5302	Advance(4)
5303	Knight(6)
5304	Advance(4)
5305	Homen(7)
5306	Runet(6+)
5307	Master(8+)
5308	Knight(6)
5309	DarkKnight(6)
5310	Acute(6+)
5311	Waclock(4)
5312	Homen(7)
5313	Hound(7+)
5315	Equip Lv41
5316	Equip Lv36
5317	Frozen
5318	Runet(6+)
5319	Master(8+)
5324	Equip Lv56
5330	Divinity(9)
5340	Meteor(H)
5341	Aqua(H)
5342	Hurricane(H)
5343	Damned(H)
5401	Mercenary(4)
5402	Advance(6)
5403	Knight(8)
5404	Advance(6)
5405	Homen(9+)
5406	Nightmare(9+)
5407	Master(11+)
5408	Knight(8)
5409	DarkKnight(8)
5410	MasterKnight(8+)
5411	Waclock(8)
5412	Acute(10+)
5413	Hound(11+)
5414	DawnKnight(9+)
5415	Homen(9+)
5416	Nightmare(9+)
5418	homen(10+)
5419	Runet(9+)
5420	Equip Lv46
5422	RedMoon(12)
5423	Darkmoon(11)
5424	Master(11+)
5425	Golden sword(12)
5426	Equip Lv65
5430	Divinity(12)
5433	Equip Lv15
5434	Equip Lv10
5435	Frozen Red sword(9+)
5436	Frozen Beryl(9+)
5437	Frozen sword(12+)
5438	Black Hound(9)
5439	Bone(9)
5501	Mercenary(2)
5502	Advance(3)
5503	Knight(4)
5504	Advance(3)
5505	Homen(4+)
5506	Nightmare(6)
5507	Master(7)
5508	Knight(4)
5509	DarkKnight(4)
5510	MasterKnight(4+)
5511	Waclock(2+)
5512	Acute(4+)
5513	Hound(5+)
5514	DawnKnight(6)
5515	Homen(4+)
5516	Nightmare(6)
5518	Equip Lv41
5519	Runet(6)
5520	DarkMoon(6+)
5521	Master(7)
5523	Equip Lv45
5524	Equip Lv55
5525	Golden stars(8)
5526	Equip Lv65
5530	Divinity(8)
5533	Equip Lv15
5534	Equip Lv10
5535	Frozen Red stars(6+)
5536	Frozen Beryl(6+)
5537	Frozen stars(8+)
5538	Black Hound(4)
5539	Bone(4)
6000	Purple Criss(1+)
6001	Purple Criss(3+)
6002	Strength Necklace(6)
6003	Recovery Necklace(4)
6004	Gold Cube(5)
6005	Gold Cube(6+)
6006	Gold Cube S(7+)
6007	Cell Yell(5)
6008	Cell Yell(6+)
6009	Cell Yell S(7+)
6010	Neocross(8)
6011	Neocross(10)
6012	Neocross(9+)
6013	Omu(8)
6014	Blue Omu(10)
6015	Red Omu(9+)
6016	Lac Junior(3)
6017	Lac Mount(6)
6018	Lac Crown(9)
6019	Horn(10)
6020	Horn LE(11)
6021	Horn XE(11)
6022	(10)
6023	(12)
6024	Pain of Cell(7)
6025	(10)
6026	(5)
6027	Pain of Cell(6)
6028	Pain of Cell(6+)
6029	Pain of Cell(7)
6030	Extreme(6)
6031	Extreme(6+)
6032	Extreme(7)
6033	Magic Key(11)
6034	Magic Key(11+)
6035	Magic Key(9)
6036	Two Moons(3)
6037	Two Moons(3+)
6038	Two Moons(4)
6039	Equip+
6040	Insane
6041	Cell Sword
6042	Lovely(15)
6043	Skull necklace(20)
6044	lantern
6045	lantern(S)
6400	Tears(2)
6999	(10)
7000	Gold Ring(1+)
7001	Might Ring(6)
7002	Insiht Ring(4)
7003	Strength Ring(2+)
7004	Strength Ring(4+)
7005	Strength Special(5+)
7006	Wizard Ring(2+)
7007	Wizard Ring(4)
7008	Wizard Special(5+)
7009	Gold Ring S(2)
7010	Promise Ring(3+)
7011	Promise Ring(5)
7012	Promise Ring(6+)
7013	Cas Ring(3)
7014	Cas Ring(5)
7015	Protection(3+)
7016	Royal Gift(3)
7017	Celline Green(6+)
7018	Celline Blue(6+)
7019	Celline Red(6+)
7020	 (100)
7021	Tears(3)
7022	Tears(4)
7023	All in One
7024	 (25)
7025	Tears(2)
7026	Tears(3)
7027	Tears(4)
7028	Pain of Cell(3)
7029	Pain of Cell(3+)
7030	Pain of Cell(4)
7031	Equip+
7032	Equip+
7033	Eagle Ring
7034	Illusion
7035	Sweety(9+)
7036	Skull ring(10)
7999	 (100)
8000	Nak
8001	Panzer
8002	Crossbow
8003	Blazer
8004	Golem
8005	SoulCannon
8006	Longbow
8007	Taurus
8008	IceWind
8009	Dragon
8010	Etc
8013	BloodNak
8015	BlackPenzer
8016	AssaultPanzer
8018	BlackCrossbow
8021	BlackBlazer
8022	SkyBlazer
8025	IronGolem
8033	BlackTaurus
8238	Black Hound(4)
9000	DarkKnight Set
9001	Acute Set
9002	Hound Set
9003	Frozen Set
9004	Arma Lv14
9005	Arma Lv16
9006	Arma Lv19
9007	Arma Lv24
9008	Arma Lv26
9009	Arma Lv29
9010	Arma Lv40
9011	Arma Lv40
9012	DarkKnight Set
9013	DarkKnight Set
9014	DarkKnight Set
9015	DarkKnight Set
9016	DarkKnight Set
9017	Acute Set
9018	Acute Set
9019	Acute Set
9020	Acute Set
9021	Acute Set
9022	Hound Set
9023	Hound Set
9024	Hound Set
9025	Hound Set
9026	Hound Set
9027	Frozen Set
9028	Frozen Set
9029	Frozen Set
9030	Frozen Set
9031	Frozen Set
9032	Frozen Set(event)
9033	Frozen Set(event)
9034	Frozen Set(event)
9035	Frozen Set(event)
9036	Frozen Set(event)
10000	PU Card
10001	PU (Extend)
10002	Init statpoints
10003	Init statpoints
10004	Init statpoints
10005	Changing name
10006	Add inventory
10007	Add slot
10008	Add potion slot4
10009	Add potion slot5
10010	Add potion slot6
10011	Tipo 9
10012	Tipo 9
10013	Stage reset(lv.41+)
10014	Stage unlimits(24h)
11000	Tipo 11
11001	Tipo 11
11002	Tipo 11
11003	Tipo 11
11004	Tipo 11
11891	Master(16)
12000	HP(10EA)
12001	HP(30EA)
12002	HP(100EA)
12003	HP+1(10EA)
12004	HP+1(30EA)
12005	HP+1(100EA)
12006	AP(10EA)
12007	AP(30EA)
12008	AP(100EA)
12010	AP(10EA)
12011	HP(10EA)
12012	HP(30EA)
12013	HP(100EA)
12014	HP+1(30EA)
12015	HP+1(100EA)
12016	AP(10EA)
12017	AP(30EA)
12018	AP(100EA)
12020	SteamPack(1EA)
12021	SteamPack(10EA)
12022	SteamPack(100EA)
12030	Fear(5EA)
12031	Fear(30EA)
12032	Fear(100 EA)
12041	Fear(5EA)
12042	Fear(30EA)
12043	Fear(100 EA)
12050	Scouter(10EA)
12051	Scouter(30EA)
12052	Scouter(100EA)
12060	AP+1(10EA)
12061	AP+1(30EA)
12062	AP+1(100EA)
12070	AP+1(10EA)
12071	AP+1(30EA)
12072	AP+1(100EA)
12080	Chaos+1(10EA)
12081	Chaos+1(30EA)
12082	Chaos+1(100EA)
12090	CP(10EA)
12091	CP(30EA)
12092	CP(100EA)
12200	HP(10EA)
12201	HP(30EA)
12202	HP(100EA)
12203	HP+1(10EA)
12204	HP+1(30EA)
12205	HP+1(100EA)
12206	AP(10EA)
12207	AP(30EA)
12208	AP(100EA)
12210	HP+1(10EA)
12211	HP(10EA)
12212	HP(30EA)
12213	HP(100EA)
12214	HP+1(30EA)
12215	HP+1(100EA)
12216	AP(10EA)
12217	AP(30EA)
12218	AP(100EA)
12220	SteamPack(1EA)
12221	SteamPack(10EA)
12222	SteamPack(100EA)
12230	Fear(5EA)
12231	Fear(30EA)
12232	Fear(100 EA)
12241	Fear(5EA)
12242	Fear(30EA)
12243	Fear(100 EA)
12250	Scouter(10EA)
12251	Scouter(30EA)
12252	Scouter(100EA)
12260	AP+1(10EA)
12261	AP+1(30EA)
12262	AP+1(100EA)
12270	AP+1(10EA)
12271	AP+1(30EA)
12272	AP+1(100EA)
12280	Chaos+1(10EA)
12281	Chaos+1(30EA)
12282	Chaos+1(100EA)
12288	All in One
12290	CP(10EA)
12291	CP(30EA)
12292	CP(100EA)
13000	Test Diamond
13001	Mithril
13002	Adamantium
13003	Orehalcon
13004	test+1
13005	test+2
13006	test+3
13007	test+4
13008	test+5
13009	test+6
13010	test+7
14000	test Catalyzer
14001	Abradant
14002	Soul Stone
14003	Charm
14004	test+1
14005	test+2
14006	test+3
14007	test+4
14008	test+5
14009	test+6
14010	test+7
